_id,action,createdAt,daily_additionalComment_value,daily_airDraft_timestamp,daily_airDraft_value,daily_ambientSounds_timestamp,daily_ambientSounds_value,daily_artificialLight_timestamp,daily_artificialLight_value,daily_dayLight_timestamp,daily_dayLight_value,daily_smell_timestamp,daily_smell_value,daily_studentsAdherence_timestamp,daily_studentsAdherence_value,daily_studentsFocused_timestamp,daily_studentsFocused_value,daily_studentsIrritated_timestamp,daily_studentsIrritated_value,daily_studentsMotivated_timestamp,daily_studentsMotivated_value,device,finishedAt,heartbeat,hourly_airQuality_timestamp,hourly_airQuality_value,hourly_humidity_timestamp,hourly_humidity_value,hourly_indoorClimate_timestamp,hourly_indoorClimate_value,hourly_temperature_timestamp,hourly_temperature_value,participant,startedAt,type,updatedAt
63281cbbda207aecda9c8e8f,manual,2022-09-19T07:39:39.518Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-19T07:39:37.514Z,63281cbbda207aecda9c8e8e,2022-09-19T07:39:36.276Z,2,2022-09-19T07:39:16.310Z,2,2022-09-19T07:38:06.297Z,2,2022-09-19T07:39:12.415Z,4,6318dea612223a195314b602,2022-09-19T07:38:01.296Z,hourly,2022-09-19T07:39:39.518Z
63281d55da207aecda9c8e92,manual,2022-09-19T07:42:13.905Z,,,,,,,,,,,,,,,,,,,,63186cd4a505031fc7fc2544,2022-09-19T07:42:12.855Z,63281d55da207aecda9c8e91,2022-09-19T07:42:10.782Z,3,2022-09-19T07:42:10.279Z,3,2022-09-19T07:42:09.000Z,3,2022-09-19T07:42:09.599Z,3,6318dea712223a195314b60d,2022-09-19T07:42:06.513Z,hourly,2022-09-19T07:42:13.905Z
63281e41da207aecda9c8e94,manual,2022-09-19T07:46:09.436Z,,,,,,,,,,,,,,,,,,,,63186da5a505031fc7fc2546,2022-09-19T07:46:07.544Z,63281e41da207aecda9c8e93,2022-09-19T07:46:06.526Z,3,2022-09-19T07:45:56.228Z,2,2022-09-19T07:45:50.829Z,3,2022-09-19T07:45:52.878Z,3,6318dea612223a195314b5ff,2022-09-19T07:45:44.018Z,hourly,2022-09-19T07:46:09.436Z
63282630da207aecda9c8eb0,manual,2022-09-19T08:20:00.787Z,,,,,,,,,,,,,,,,,,,,63186bffa505031fc7fc253f,2022-09-19T08:19:59.609Z,63282630da207aecda9c8eaf,2022-09-19T08:19:58.529Z,2,2022-09-19T08:19:54.528Z,4,2022-09-19T08:19:49.425Z,3,2022-09-19T08:19:52.268Z,3,6318dea612223a195314b5fd,2022-09-19T08:19:42.286Z,hourly,2022-09-19T08:20:00.787Z
63282accda207aecda9c8eb4,manual,2022-09-19T08:39:40.707Z,,,,,,,,,,,,,,,,,,,,63186aeda505031fc7fc253a,2022-09-19T08:39:39.012Z,63282accda207aecda9c8eb3,2022-09-19T08:39:32.198Z,3,2022-09-19T08:39:31.664Z,3,2022-09-19T08:39:24.200Z,1,2022-09-19T08:39:26.003Z,4,6318dea612223a195314b5f5,2022-09-19T08:39:05.956Z,hourly,2022-09-19T08:39:40.707Z
63282e90da207aecda9c8ed1,manual,2022-09-19T08:55:44.519Z,,,,,,,,,,,,,,,,,,,,63186c9ea505031fc7fc2542,2022-09-19T08:55:43.290Z,63282e90da207aecda9c8ed0,2022-09-19T08:55:42.241Z,2,2022-09-19T08:55:41.713Z,2,2022-09-19T08:55:40.644Z,2,2022-09-19T08:55:41.131Z,2,6318dea712223a195314b60b,2022-09-19T08:55:36.666Z,hourly,2022-09-19T08:55:44.519Z
63282ee9da207aecda9c8ed3,manual,2022-09-19T08:57:13.618Z,,,,,,,,,,,,,,,,,,,,63186f7da505031fc7fc254e,2022-09-19T08:57:12.747Z,63282ee9da207aecda9c8ed2,2022-09-19T08:57:12.163Z,4,2022-09-19T08:57:11.848Z,4,2022-09-19T08:57:11.002Z,4,2022-09-19T08:57:11.448Z,4,6318dea612223a195314b601,2022-09-19T08:57:09.171Z,hourly,2022-09-19T08:57:13.618Z
63282fa7da207aecda9c8ed5,manual,2022-09-19T09:00:23.784Z,,,,,,,,,,,,,,,,,,,,63186cd4a505031fc7fc2544,2022-09-19T09:00:22.746Z,63282fa7da207aecda9c8ed4,2022-09-19T09:00:21.636Z,5,2022-09-19T09:00:19.605Z,4,2022-09-19T09:00:14.492Z,2,2022-09-19T09:00:17.722Z,5,6318dea712223a195314b617,2022-09-19T09:00:08.578Z,hourly,2022-09-19T09:00:23.784Z
632836beda207aecda9c8ed9,manual,2022-09-19T09:30:38.809Z,,,,,,,,,,,,,,,,,,,,631867fca505031fc7fc252e,2022-09-19T09:30:36.731Z,632836beda207aecda9c8ed8,2022-09-19T09:30:35.639Z,2,2022-09-19T09:30:34.124Z,1,2022-09-19T09:30:29.961Z,2,2022-09-19T09:30:31.092Z,2,6318dea612223a195314b5f7,2022-09-19T09:30:22.812Z,hourly,2022-09-19T09:30:38.809Z
63283a1ada207aecda9c8edc,manual,2022-09-19T09:44:58.591Z,,,,,,,,,,,,,,,,,,,,63186aeda505031fc7fc253a,2022-09-19T09:44:56.884Z,63283a1ada207aecda9c8edb,2022-09-19T09:44:50.121Z,4,2022-09-19T09:44:52.306Z,4,2022-09-19T09:44:55.449Z,2,2022-09-19T09:44:53.372Z,4,6318dea712223a195314b60d,2022-09-19T09:44:44.974Z,hourly,2022-09-19T09:44:58.591Z
63283b64da207aecda9c8ef7,manual,2022-09-19T09:50:28.452Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-19T09:50:26.518Z,63283b64da207aecda9c8ef6,2022-09-19T09:50:25.375Z,3,2022-09-19T09:50:21.705Z,3,2022-09-19T09:50:13.748Z,2,2022-09-19T09:50:20.642Z,3,6318dea612223a195314b602,2022-09-19T09:50:07.850Z,hourly,2022-09-19T09:50:28.452Z
63283bdcda207aecda9c8efa,manual,2022-09-19T09:52:28.903Z,,,,,,,,,,,,,,,,,,,,63186f7da505031fc7fc254e,2022-09-19T09:52:28.042Z,63283bdcda207aecda9c8ef9,2022-09-19T09:52:27.382Z,3,2022-09-19T09:52:27.189Z,3,2022-09-19T09:52:26.727Z,3,2022-09-19T09:52:26.985Z,3,6318dea612223a195314b601,2022-09-19T09:52:25.032Z,hourly,2022-09-19T09:52:28.904Z
63283d07da207aecda9c8efc,manual,2022-09-19T09:57:27.363Z,"Entweder Fenster offen und laut, oder Fenster zu und schlechte Luft.
",2022-09-19T09:55:42.552Z,4,2022-09-19T09:55:55.470Z,1,2022-09-19T09:55:50.053Z,3,2022-09-19T09:55:48.372Z,3,2022-09-19T09:55:37.742Z,2,2022-09-19T09:56:10.925Z,3,2022-09-19T09:56:04.892Z,3,2022-09-19T09:56:03.377Z,3,2022-09-19T09:56:07.320Z,4,63186bffa505031fc7fc253f,2022-09-19T09:57:26.199Z,63283d07da207aecda9c8efb,,,,,,,,,6318dea612223a195314b5fd,2022-09-19T09:55:31.734Z,daily,2022-09-19T09:57:27.363Z
63283eb6da207aecda9c8efe,manual,2022-09-19T10:04:38.420Z,,,,,,,,,,,,,,,,,,,,63186c9ea505031fc7fc2542,2022-09-19T10:04:37.185Z,63283eb6da207aecda9c8efd,2022-09-19T10:04:35.349Z,2,2022-09-19T10:04:34.829Z,3,2022-09-19T10:04:32.388Z,3,2022-09-19T10:04:32.751Z,3,6318dea712223a195314b60b,2022-09-19T10:04:28.728Z,hourly,2022-09-19T10:04:38.420Z
63283ed5da207aecda9c8f00,manual,2022-09-19T10:05:09.086Z,,2022-09-19T10:04:26.797Z,4,2022-09-19T10:04:42.992Z,2,2022-09-19T10:04:38.070Z,5,2022-09-19T10:04:33.880Z,2,2022-09-19T10:04:22.810Z,4,2022-09-19T10:05:04.794Z,2,2022-09-19T10:04:53.195Z,3,2022-09-19T10:04:49.099Z,3,2022-09-19T10:04:57.628Z,4,63186da5a505031fc7fc2546,2022-09-19T10:05:07.120Z,63283ed5da207aecda9c8eff,,,,,,,,,6318dea612223a195314b5ff,2022-09-19T10:04:12.337Z,daily,2022-09-19T10:05:09.086Z
63283eddda207aecda9c8f02,manual,2022-09-19T10:05:17.647Z,,2022-09-19T10:04:52.297Z,4,2022-09-19T10:05:01.936Z,4,2022-09-19T10:04:59.099Z,3,2022-09-19T10:04:55.595Z,4,2022-09-19T10:04:48.708Z,3,2022-09-19T10:05:14.267Z,4,2022-09-19T10:05:08.579Z,4,2022-09-19T10:05:05.786Z,3,2022-09-19T10:05:12.918Z,4,63186c9ea505031fc7fc2542,2022-09-19T10:05:16.545Z,63283eddda207aecda9c8f01,,,,,,,,,6318dea712223a195314b60b,2022-09-19T10:04:43.072Z,daily,2022-09-19T10:05:17.647Z
63283fc8da207aecda9c8f04,manual,2022-09-19T10:09:12.527Z,,,,,,,,,,,,,,,,,,,,6318619ba505031fc7fc251b,2022-09-19T10:09:12.177Z,63283fc8da207aecda9c8f03,2022-09-19T10:09:11.078Z,3,2022-09-19T10:09:07.083Z,3,2022-09-19T10:09:01.719Z,4,2022-09-19T10:09:04.052Z,3,6318dea612223a195314b5fc,2022-09-19T10:08:56.291Z,hourly,2022-09-19T10:09:12.527Z
63284019da207aecda9c8f06,manual,2022-09-19T10:10:33.486Z,,,,,,,,,,,,,,,,,,,,63186295a505031fc7fc251f,2022-09-19T10:10:32.908Z,63284019da207aecda9c8f05,2022-09-19T10:10:31.644Z,1,2022-09-19T10:10:29.776Z,3,2022-09-19T10:10:26.275Z,1,2022-09-19T10:10:28.544Z,5,6318dea712223a195314b612,2022-09-19T10:09:59.914Z,hourly,2022-09-19T10:10:33.486Z
6328416ada207aecda9c8f08,manual,2022-09-19T10:16:10.211Z,,2022-09-19T10:14:38.241Z,4,2022-09-19T10:14:58.667Z,3,2022-09-19T10:14:52.182Z,2,2022-09-19T10:14:48.731Z,2,2022-09-19T10:14:23.141Z,4,2022-09-19T10:16:04.147Z,3,2022-09-19T10:15:09.231Z,3,2022-09-19T10:15:04.846Z,3,2022-09-19T10:15:12.197Z,3,631862c8a505031fc7fc2521,2022-09-19T10:16:08.130Z,6328416ada207aecda9c8f07,,,,,,,,,6318dea712223a195314b60a,2022-09-19T10:14:10.847Z,daily,2022-09-19T10:16:10.211Z
63284883da207aecda9c8f0d,manual,2022-09-19T10:46:27.766Z,,2022-09-19T10:45:59.897Z,5,2022-09-19T10:46:09.046Z,1,2022-09-19T10:46:04.938Z,4,2022-09-19T10:45:57.909Z,2,2022-09-19T10:45:49.038Z,3,2022-09-19T10:46:24.927Z,3,2022-09-19T10:46:16.415Z,2,2022-09-19T10:46:13.737Z,3,2022-09-19T10:46:22.318Z,3,63186cd4a505031fc7fc2544,2022-09-19T10:46:26.673Z,63284883da207aecda9c8f0c,,,,,,,,,6318dea712223a195314b617,2022-09-19T10:45:42.623Z,daily,2022-09-19T10:46:27.766Z
6328488fda207aecda9c8f0f,manual,2022-09-19T10:46:39.869Z,,,,,,,,,,,,,,,,,,,,63186922a505031fc7fc2532,2022-09-19T10:46:38.127Z,6328488fda207aecda9c8f0e,2022-09-19T10:46:34.029Z,3,2022-09-19T10:46:32.770Z,3,2022-09-19T10:46:27.721Z,3,2022-09-19T10:46:29.997Z,3,6318dea712223a195314b60c,2022-09-19T10:46:23.033Z,hourly,2022-09-19T10:46:39.869Z
632848d7da207aecda9c8f11,manual,2022-09-19T10:47:51.616Z,,2022-09-19T10:47:09.029Z,3,2022-09-19T10:47:27.582Z,2,2022-09-19T10:47:22.909Z,3,2022-09-19T10:47:16.074Z,3,2022-09-19T10:47:06.384Z,2,2022-09-19T10:47:45.308Z,3,2022-09-19T10:47:36.673Z,3,2022-09-19T10:47:32.603Z,3,2022-09-19T10:47:39.835Z,3,63186922a505031fc7fc2532,2022-09-19T10:47:49.983Z,632848d7da207aecda9c8f10,,,,,,,,,6318dea712223a195314b60c,2022-09-19T10:46:58.935Z,daily,2022-09-19T10:47:51.616Z
63284906da207aecda9c8f13,manual,2022-09-19T10:48:38.781Z,,,,,,,,,,,,,,,,,,,,63186922a505031fc7fc2532,2022-09-19T10:48:37.155Z,63284906da207aecda9c8f12,2022-09-19T10:48:36.020Z,2,2022-09-19T10:48:23.568Z,3,2022-09-19T10:48:11.741Z,2,2022-09-19T10:48:21.664Z,4,6318dea612223a195314b5f0,2022-09-19T10:47:57.482Z,hourly,2022-09-19T10:48:38.781Z
632849edda207aecda9c8f2f,timeout,2022-09-19T10:52:29.046Z,,2022-09-19T10:48:50.134Z,3,2022-09-19T10:48:56.224Z,2,2022-09-19T10:48:52.650Z,3,2022-09-19T10:48:51.029Z,3,2022-09-19T10:48:48.012Z,2,2022-09-19T10:49:10.437Z,3,2022-09-19T10:49:04.655Z,2,2022-09-19T10:49:00.994Z,3,2022-09-19T10:49:06.867Z,3,63186922a505031fc7fc2532,2022-09-19T10:52:27.410Z,632849edda207aecda9c8f2e,,,,,,,,,6318dea612223a195314b5f0,2022-09-19T10:48:42.614Z,daily,2022-09-19T10:52:29.046Z
632849f4da207aecda9c8f31,manual,2022-09-19T10:52:36.052Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-19T10:52:34.105Z,632849f4da207aecda9c8f30,2022-09-19T10:52:33.146Z,4,2022-09-19T10:52:30.773Z,1,2022-09-19T10:52:26.079Z,4,2022-09-19T10:52:29.310Z,4,6318dea712223a195314b618,2022-09-19T10:51:57.938Z,hourly,2022-09-19T10:52:36.052Z
63284aabda207aecda9c8f33,manual,2022-09-19T10:55:39.498Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-19T10:55:37.552Z,63284aabda207aecda9c8f32,2022-09-19T10:55:36.153Z,1,2022-09-19T10:55:34.210Z,3,2022-09-19T10:55:28.644Z,1,2022-09-19T10:55:31.127Z,3,6318dea612223a195314b602,2022-09-19T10:55:24.317Z,hourly,2022-09-19T10:55:39.498Z
63285199da207aecda9c8f37,manual,2022-09-19T11:25:13.164Z,,,,,,,,,,,,,,,,,,,,63185e39a505031fc7fc2516,2022-09-19T11:25:11.735Z,63285199da207aecda9c8f36,2022-09-19T11:25:03.379Z,3,2022-09-19T11:24:56.839Z,3,2022-09-19T11:24:52.092Z,5,2022-09-19T11:25:07.292Z,3,6318dea612223a195314b600,2022-09-19T11:24:49.181Z,hourly,2022-09-19T11:25:13.164Z
632851c1da207aecda9c8f39,manual,2022-09-19T11:25:53.103Z,,2022-09-19T11:25:27.060Z,5,2022-09-19T11:25:32.222Z,5,2022-09-19T11:25:29.837Z,5,2022-09-19T11:25:28.790Z,5,2022-09-19T11:25:23.877Z,5,2022-09-19T11:25:48.150Z,2,2022-09-19T11:25:42.912Z,1,,0,2022-09-19T11:25:44.674Z,5,63185e39a505031fc7fc2516,2022-09-19T11:25:51.766Z,632851c1da207aecda9c8f38,,,,,,,,,6318dea612223a195314b600,2022-09-19T11:25:19.711Z,daily,2022-09-19T11:25:53.103Z
63285202da207aecda9c8f3b,manual,2022-09-19T11:26:58.021Z,,,,,,,,,,,,,,,,,,,,63186f7da505031fc7fc254e,2022-09-19T11:26:57.267Z,63285202da207aecda9c8f3a,2022-09-19T11:26:56.597Z,3,2022-09-19T11:26:56.389Z,3,2022-09-19T11:26:55.826Z,3,2022-09-19T11:26:56.116Z,3,6318dea612223a195314b601,2022-09-19T11:26:52.041Z,hourly,2022-09-19T11:26:58.021Z
6328592cda207aecda9c8f58,manual,2022-09-19T11:57:32.330Z,,,,,,,,,,,,,,,,,,,,63186f95a505031fc7fc2550,2022-09-19T11:57:31.166Z,6328592cda207aecda9c8f57,2022-09-19T11:57:30.086Z,3,2022-09-19T11:57:26.191Z,3,2022-09-19T11:57:20.536Z,4,2022-09-19T11:57:21.870Z,3,6318dea612223a195314b5f9,2022-09-19T11:57:16.072Z,hourly,2022-09-19T11:57:32.330Z
63286181da207aecda9c8f5c,manual,2022-09-19T12:33:05.378Z,,,,,,,,,,,,,,,,,,,,63186aeda505031fc7fc253a,2022-09-19T12:33:03.676Z,63286181da207aecda9c8f5b,2022-09-19T12:32:59.051Z,4,2022-09-19T12:32:59.567Z,4,2022-09-19T12:33:01.661Z,3,2022-09-19T12:33:00.222Z,4,6318dea612223a195314b5f5,2022-09-19T12:32:55.038Z,hourly,2022-09-19T12:33:05.378Z
6328638ada207aecda9c8f5f,manual,2022-09-19T12:41:46.468Z,,2022-09-19T12:41:18.328Z,2,2022-09-19T12:41:25.894Z,3,2022-09-19T12:41:23.062Z,3,2022-09-19T12:41:21.112Z,3,2022-09-19T12:41:07.615Z,2,2022-09-19T12:41:43.297Z,4,2022-09-19T12:41:35.912Z,4,2022-09-19T12:41:32.161Z,4,2022-09-19T12:41:39.266Z,4,6318619ba505031fc7fc251b,2022-09-19T12:41:46.077Z,6328638ada207aecda9c8f5e,,,,,,,,,6318dea612223a195314b5fc,2022-09-19T12:41:00.908Z,daily,2022-09-19T12:41:46.468Z
632863a2da207aecda9c8f61,manual,2022-09-19T12:42:10.667Z,,,,,,,,,,,,,,,,,,,,6318619ba505031fc7fc251b,2022-09-19T12:42:10.375Z,632863a2da207aecda9c8f60,2022-09-19T12:42:04.097Z,2,2022-09-19T12:42:09.077Z,2,2022-09-19T12:41:56.744Z,3,2022-09-19T12:41:58.981Z,3,6318dea612223a195314b5fc,2022-09-19T12:41:49.425Z,hourly,2022-09-19T12:42:10.667Z
63286820da207aecda9c8f7d,manual,2022-09-19T13:01:20.704Z,Lüften! ,2022-09-19T13:00:38.432Z,4,2022-09-19T13:00:47.479Z,2,2022-09-19T13:00:44.164Z,3,2022-09-19T13:00:42.590Z,3,2022-09-19T13:00:34.417Z,3,,0,,0,,0,,0,63186995a505031fc7fc2534,2022-09-19T13:01:18.654Z,63286820da207aecda9c8f7c,,,,,,,,,6318dea712223a195314b618,2022-09-19T13:00:09.787Z,daily,2022-09-19T13:01:20.704Z
63287807da207aecda9c8f9c,manual,2022-09-19T14:09:11.208Z,,,,,,,,,,,,,,,,,,,,63186f95a505031fc7fc2550,2022-09-19T14:09:10.023Z,63287807da207aecda9c8f9b,2022-09-19T14:09:09.314Z,3,2022-09-19T14:09:06.378Z,3,2022-09-19T14:09:03.477Z,4,2022-09-19T14:09:04.282Z,3,6318dea612223a195314b5f9,2022-09-19T14:08:56.367Z,hourly,2022-09-19T14:09:11.208Z
63287d93da207aecda9c8fa0,manual,2022-09-19T14:32:51.548Z,,,,,,,,,,,,,,,,,,,,63186f95a505031fc7fc2550,2022-09-19T14:32:50.378Z,63287d93da207aecda9c8f9f,2022-09-19T14:32:49.543Z,3,2022-09-19T14:32:49.239Z,3,2022-09-19T14:32:47.932Z,3,2022-09-19T14:32:48.646Z,3,6318dea612223a195314b5f9,2022-09-19T14:32:44.853Z,hourly,2022-09-19T14:32:51.548Z
632883c0da207aecda9c8fbd,manual,2022-09-19T14:59:12.754Z,Regnerischer Tag ,2022-09-19T14:58:44.211Z,5,2022-09-19T14:58:56.541Z,1,2022-09-19T14:58:53.812Z,4,2022-09-19T14:58:46.946Z,4,2022-09-19T14:58:39.648Z,3,2022-09-19T14:59:07.444Z,3,2022-09-19T14:59:03.660Z,3,2022-09-19T14:59:00.614Z,3,2022-09-19T14:59:05.391Z,4,631861e2a505031fc7fc251d,2022-09-19T14:59:10.606Z,632883c0da207aecda9c8fbc,,,,,,,,,632209944705c9d53eabfaf6,2022-09-19T14:58:35.586Z,daily,2022-09-19T14:59:12.754Z
63288556da207aecda9c8fbf,manual,2022-09-19T15:05:58.780Z,,2022-09-19T15:05:26.205Z,4,2022-09-19T15:05:35.707Z,3,2022-09-19T15:05:32.724Z,4,2022-09-19T15:05:30.573Z,4,2022-09-19T15:05:22.238Z,3,2022-09-19T15:05:55.600Z,3,2022-09-19T15:05:45.389Z,2,2022-09-19T15:05:41.726Z,4,2022-09-19T15:05:44.893Z,3,63186f95a505031fc7fc2550,2022-09-19T15:05:57.581Z,63288556da207aecda9c8fbe,,,,,,,,,6318dea612223a195314b5f9,2022-09-19T15:05:18.444Z,daily,2022-09-19T15:05:58.781Z
63289a18da207aecda9c8fe0,manual,2022-09-19T16:34:32.379Z,,,,,,,,,,,,,,,,,,,,63186f3da505031fc7fc254c,2022-09-19T16:34:31.277Z,63289a18da207aecda9c8fdf,2022-09-19T16:34:28.220Z,1,2022-09-19T16:34:25.220Z,1,2022-09-19T16:34:24.040Z,2,2022-09-19T16:34:30.133Z,4,6318dea612223a195314b5f5,2022-09-19T16:34:18.640Z,hourly,2022-09-19T16:34:32.379Z
6328abfdda207aecda9c901b,manual,2022-09-19T17:50:53.433Z,,2022-09-19T17:48:02.997Z,3,2022-09-19T17:48:38.225Z,2,2022-09-19T17:48:20.295Z,2,2022-09-19T17:49:11.539Z,3,2022-09-19T17:47:57.080Z,3,2022-09-19T17:50:29.795Z,3,2022-09-19T17:49:43.740Z,3,2022-09-19T17:49:59.594Z,4,2022-09-19T17:49:42.905Z,3,63186a28a505031fc7fc2536,2022-09-19T17:50:52.114Z,6328abfdda207aecda9c901a,,,,,,,,,6318dea612223a195314b5f6,2022-09-19T17:47:08.984Z,daily,2022-09-19T17:50:53.433Z
63294ba9da207aecda9c9159,manual,2022-09-20T05:12:09.161Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-20T05:12:07.043Z,63294ba9da207aecda9c9158,2022-09-20T05:12:03.796Z,1,2022-09-20T05:12:05.974Z,3,2022-09-20T05:11:58.931Z,3,2022-09-20T05:12:00.398Z,3,6318dea612223a195314b602,2022-09-20T05:11:52.968Z,hourly,2022-09-20T05:12:09.161Z
63294c3cda207aecda9c915b,manual,2022-09-20T05:14:36.384Z,,,,,,,,,,,,,,,,,,,,63186f7da505031fc7fc254e,2022-09-20T05:14:35.363Z,63294c3cda207aecda9c915a,2022-09-20T05:14:33.971Z,2,2022-09-20T05:14:33.760Z,2,2022-09-20T05:14:33.251Z,2,2022-09-20T05:14:33.490Z,2,6318dea612223a195314b601,2022-09-20T05:14:29.585Z,hourly,2022-09-20T05:14:36.384Z
632950f9da207aecda9c915f,manual,2022-09-20T05:34:49.625Z,,,,,,,,,,,,,,,,,,,,63186aeda505031fc7fc253a,2022-09-20T05:34:47.856Z,632950f9da207aecda9c915e,2022-09-20T05:34:34.993Z,4,2022-09-20T05:34:34.425Z,4,2022-09-20T05:34:46.898Z,1,2022-09-20T05:34:36.607Z,4,6318dea612223a195314b5f5,2022-09-20T05:34:30.389Z,hourly,2022-09-20T05:34:49.625Z
63295a78da207aecda9c917b,manual,2022-09-20T06:15:20.439Z,,,,,,,,,,,,,,,,,,,,63186995a505031fc7fc2534,2022-09-20T06:15:18.320Z,63295a78da207aecda9c917a,2022-09-20T06:15:17.361Z,1,2022-09-20T06:15:14.823Z,2,2022-09-20T06:15:00.395Z,2,2022-09-20T06:15:04.140Z,3,6318dea612223a195314b602,2022-09-20T06:14:53.508Z,hourly,2022-09-20T06:15:20.439Z
63295f34da207aecda9c917f,manual,2022-09-20T06:35:32.396Z,,,,,,,,,,,,,,,,,,,,63186f7da505031fc7fc254e,2022-09-20T06:35:31.417Z,63295f34da207aecda9c917e,2022-09-20T06:35:30.785Z,3,2022-09-20T06:35:30.586Z,3,2022-09-20T06:35:30.062Z,3,2022-09-20T06:35:30.343Z,3,6318dea612223a195314b601,2022-09-20T06:35:28.508Z,hourly,2022-09-20T06:35:32.396Z
632960b0da207aecda9c9182,manual,2022-09-20T06:41:52.244Z,,,,,,,,,,,,,,,,,,,,631867fca505031fc7fc252e,2022-09-20T06:41:52.134Z,632960b0da207aecda9c9181,2022-09-20T06:41:50.529Z,2,2022-09-20T06:41:49.366Z,2,2022-09-20T06:41:42.773Z,3,2022-09-20T06:41:46.099Z,3,6318dea612223a195314b5f7,2022-09-20T06:41:39.052Z,hourly,2022-09-20T06:41:52.244Z
63296776da207aecda9c919d,manual,2022-09-20T07:10:46.226Z,,,,,,,,,,,,,,,,,,,,63186bffa505031fc7fc253f,2022-09-20T07:10:45.004Z,63296776da207aecda9c919c,2022-09-20T07:10:43.703Z,3,2022-09-20T07:10:40.704Z,1,2022-09-20T07:10:30.674Z,1,2022-09-20T07:10:32.796Z,5,6318dea612223a195314b5fd,2022-09-20T07:10:16.238Z,hourly,2022-09-20T07:10:46.226Z
63296778da207aecda9c919f,manual,2022-09-20T07:10:48.625Z,,,,,,,,,,,,,,,,,,,,63186295a505031fc7fc251f,2022-09-20T07:10:48.039Z,63296778da207aecda9c919e,2022-09-20T07:10:47.449Z,3,2022-09-20T07:10:45.745Z,3,2022-09-20T07:10:41.783Z,3,2022-09-20T07:10:44.894Z,3,6318dea712223a195314b612,2022-09-20T07:10:37.735Z,hourly,2022-09-20T07:10:48.625Z
63296796da207aecda9c91a1,manual,2022-09-20T07:11:18.793Z,,,,,,,,,,,,,,,,,,,,63186bffa505031fc7fc253f,2022-09-20T07:11:17.665Z,63296796da207aecda9c91a0,2022-09-20T07:11:15.768Z,3,2022-09-20T07:11:09.885Z,2,2022-09-20T07:11:02.191Z,2,2022-09-20T07:11:07.195Z,5,6318dea712223a195314b610,2022-09-20T07:10:53.182Z,hourly,2022-09-20T07:11:18.793Z
63296804da207aecda9c91a3,manual,2022-09-20T07:13:08.677Z,,,,,,,,,,,,,,,,,,,,63186c9ea505031fc7fc2542,2022-09-20T07:13:07.400Z,63296804da207aecda9c91a2,2022-09-20T07:13:06.683Z,3,2022-09-20T07:13:05.999Z,4,2022-09-20T07:12:59.088Z,3,2022-09-20T07:13:05.558Z,4,6318dea712223a195314b60b,2022-09-20T07:12:55.027Z,hourly,2022-09-20T07:13:08.677Z
6329682dda207aecda9c91a5,manual,2022-09-20T07:13:49.368Z,,,,,,,,,,,,,,,,,,,,63186f1ca505031fc7fc254a,2022-09-20T07:13:47.720Z,6329682dda207aecda9c91a4,2022-09-20T07:13:46.814Z,3,2022-09-20T07:13:41.376Z,1,2022-09-20T07:13:36.521Z,4,2022-09-20T07:13:39.476Z,3,6318dea712223a195314b618,2022-09-20T07:13:28.532Z,hourly,2022-09-20T07:13:49.368Z
63297128da207aecda9c91c3,manual,2022-09-20T07:52:08.099Z,,,,,,,,,,,,,,,,,,,,63186da5a505031fc7fc2546,2022-09-20T07:52:05.906Z,63297128da207aecda9c91c2,2022-09-20T07:52:03.388Z,2,2022-09-20T07:52:00.372Z,2,2022-09-20T07:51:06.793Z,2,2022-09-20T07:51:10.412Z,4,632209944705c9d53eabfaf8,2022-09-20T07:50:59.702Z,hourly,2022-09-20T07:52:08.099Z
63297ad3da207aecda9c91c7,manual,2022-09-20T08:33:23.056Z,,,,,,,,,,,,,,,,,,,,63186aeda505031fc7fc253a,2022-09-20T08:33:21.295Z,63297ad3da207aecda9c91c6,2022-09-20T08:33:20.220Z,2,2022-09-20T08:33:17.167Z,2,2022-09-20T08:33:13.293Z,3,2022-09-20T08:33:15.124Z,3,6318dea612223a195314b5f5,2022-09-20T08:33:09.216Z,hourly,2022-09-20T08:33:23.056Z
63297d02da207aecda9c91ca,manual,2022-09-20T08:42:42.684Z,,,,,,,,,,,,,,,,,,,,63185e39a505031fc7fc2516,2022-09-20T08:42:41.072Z,63297d02da207aecda9c91c9,2022-09-20T08:42:38.707Z,3,2022-09-20T08:42:37.605Z,2,2022-09-20T08:42:30.679Z,5,2022-09-20T08:42:33.616Z,3,6318dea612223a195314b600,2022-09-20T08:42:25.896Z,hourly,2022-09-20T08:42:42.684Z
63297d39da207aecda9c91cc,manual,2022-09-20T08:43:37.213Z,,,,,,,,,,,,,,,,,,,,6318619ba505031fc7fc251b,2022-09-20T08:43:36.657Z,63297d39da207aecda9c91cb,2022-09-20T08:43:35.592Z,3,2022-09-20T08:43:34.690Z,3,2022-09-20T08:43:31.379Z,3,2022-09-20T08:43:33.658Z,3,6318dea612223a195314b5fc,2022-09-20T08:43:21.687Z,hourly,2022-09-20T08:43:37.213Z
